"AGE","TIME","UNIT","SEX","GEO","Value","Flag and Footnotes"
"From 35 to 39 years","2009W20","Number","Total","Belgium","13",""
"From 35 to 39 years","2009W21","Number","Total","Belgium","23",""
"From 35 to 39 years","2009W22","Number","Total","Belgium","14",""
"From 35 to 39 years","2009W23","Number","Total","Belgium","10",""
"From 35 to 39 years","2009W24","Number","Total","Belgium","15",""
"From 35 to 39 years","2009W25","Number","Total","Belgium","16",""
"From 35 to 39 years","2009W26","Number","Total","Belgium","22",""
"From 35 to 39 years","2009W27","Number","Total","Belgium","22",""
"From 35 to 39 years","2009W28","Number","Total","Belgium","12",""
"From 35 to 39 years","2009W29","Number","Total","Belgium","15",""
"From 35 to 39 years","2009W30","Number","Total","Belgium","15",""
"From 35 to 39 years","2009W31","Number","Total","Belgium","18",""
"From 35 to 39 years","2009W32","Number","Total","Belgium","12",""
"From 35 to 39 years","2009W33","Number","Total","Belgium","16",""
"From 35 to 39 years","2009W34","Number","Total","Belgium","15",""
"From 35 to 39 years","2009W35","Number","Total","Belgium","15",""
"From 35 to 39 years","2009W36","Number","Total","Belgium","12",""
"From 35 to 39 years","2009W37","Number","Total","Belgium","12",""
"From 35 to 39 years","2009W38","Number","Total","Belgium","11",""
"From 35 to 39 years","2009W39","Number","Total","Belgium","12",""
"From 35 to 39 years","2009W40","Number","Total","Belgium","9",""
"From 35 to 39 years","2009W41","Number","Total","Belgium","18",""
"From 35 to 39 years","2009W42","Number","Total","Belgium","12",""
"From 35 to 39 years","2009W43","Number","Total","Belgium","13",""
"From 35 to 39 years","2009W44","Number","Total","Belgium","11",""
"From 35 to 39 years","2009W45","Number","Total","Belgium","13",""
"From 35 to 39 years","2009W46","Number","Total","Belgium","17",""
"From 35 to 39 years","2009W47","Number","Total","Belgium","11",""
"From 35 to 39 years","2009W48","Number","Total","Belgium","14",""
"From 35 to 39 years","2009W49","Number","Total","Belgium","15",""
"From 35 to 39 years","2009W50","Number","Total","Belgium","11",""
"From 35 to 39 years","2009W51","Number","Total","Belgium","10",""
"From 35 to 39 years","2009W52","Number","Total","Belgium","8",""
"From 35 to 39 years","2009W53","Number","Total","Belgium","12",""
"From 35 to 39 years","2009W99","Number","Total","Belgium",":",""
"From 35 to 39 years","2010W01","Number","Total","Belgium","14",""
"From 35 to 39 years","2010W02","Number","Total","Belgium","12",""
"From 35 to 39 years","2010W03","Number","Total","Belgium","17",""
"From 35 to 39 years","2010W04","Number","Total","Belgium","10",""
"From 35 to 39 years","2010W05","Number","Total","Belgium","10",""
"From 35 to 39 years","2010W06","Number","Total","Belgium","25",""
"From 35 to 39 years","2010W07","Number","Total","Belgium","17",""
"From 35 to 39 years","2010W08","Number","Total","Belgium","21",""
"From 35 to 39 years","2010W09","Number","Total","Belgium","12",""
"From 35 to 39 years","2010W10","Number","Total","Belgium","12",""
"From 35 to 39 years","2010W11","Number","Total","Belgium","9",""
"From 35 to 39 years","2010W12","Number","Total","Belgium","16",""
"From 35 to 39 years","2010W13","Number","Total","Belgium","15",""
"From 35 to 39 years","2010W14","Number","Total","Belgium","14",""
"From 35 to 39 years","2010W15","Number","Total","Belgium","15",""
"From 35 to 39 years","2010W16","Number","Total","Belgium","17",""
"From 35 to 39 years","2010W17","Number","Total","Belgium","8",""
"From 35 to 39 years","2010W18","Number","Total","Belgium","11",""
"From 35 to 39 years","2010W19","Number","Total","Belgium","11",""
"From 35 to 39 years","2010W20","Number","Total","Belgium","18",""
"From 35 to 39 years","2010W21","Number","Total","Belgium","19",""
"From 35 to 39 years","2010W22","Number","Total","Belgium","19",""
"From 35 to 39 years","2010W23","Number","Total","Belgium","15",""
"From 35 to 39 years","2010W24","Number","Total","Belgium","13",""
"From 35 to 39 years","2010W25","Number","Total","Belgium","10",""
"From 35 to 39 years","2010W26","Number","Total","Belgium","15",""
"From 35 to 39 years","2010W27","Number","Total","Belgium","20",""
"From 35 to 39 years","2010W28","Number","Total","Belgium","13",""
"From 35 to 39 years","2010W29","Number","Total","Belgium","14",""
"From 35 to 39 years","2010W30","Number","Total","Belgium","10",""
"From 35 to 39 years","2010W31","Number","Total","Belgium","16",""
"From 35 to 39 years","2010W32","Number","Total","Belgium","17",""
"From 35 to 39 years","2010W33","Number","Total","Belgium","10",""
"From 35 to 39 years","2010W34","Number","Total","Belgium","14",""
"From 35 to 39 years","2010W35","Number","Total","Belgium","14",""
"From 35 to 39 years","2010W36","Number","Total","Belgium","12",""
"From 35 to 39 years","2010W37","Number","Total","Belgium","13",""
"From 35 to 39 years","2010W38","Number","Total","Belgium","12",""
"From 35 to 39 years","2010W39","Number","Total","Belgium","15",""
"From 35 to 39 years","2010W40","Number","Total","Belgium","13",""
"From 35 to 39 years","2010W41","Number","Total","Belgium","8",""
"From 35 to 39 years","2010W42","Number","Total","Belgium","19",""
"From 35 to 39 years","2010W43","Number","Total","Belgium","13",""
"From 35 to 39 years","2010W44","Number","Total","Belgium","8",""
"From 35 to 39 years","2010W45","Number","Total","Belgium","10",""
"From 35 to 39 years","2010W46","Number","Total","Belgium","10",""
"From 35 to 39 years","2010W47","Number","Total","Belgium","11",""
"From 35 to 39 years","2010W48","Number","Total","Belgium","18",""
"From 35 to 39 years","2010W49","Number","Total","Belgium","17",""
"From 35 to 39 years","2010W50","Number","Total","Belgium","9",""
"From 35 to 39 years","2010W51","Number","Total","Belgium","13",""
"From 35 to 39 years","2010W52","Number","Total","Belgium","12",""
"From 35 to 39 years","2010W99","Number","Total","Belgium",":",""
"From 35 to 39 years","2011W01","Number","Total","Belgium","16",""
"From 35 to 39 years","2011W02","Number","Total","Belgium","11",""
"From 35 to 39 years","2011W03","Number","Total","Belgium","12",""
"From 35 to 39 years","2011W04","Number","Total","Belgium","8",""
"From 35 to 39 years","2011W05","Number","Total","Belgium","11",""
"From 35 to 39 years","2011W06","Number","Total","Belgium","13",""
"From 35 to 39 years","2011W07","Number","Total","Belgium","18",""
"From 35 to 39 years","2011W08","Number","Total","Belgium","16",""
"From 35 to 39 years","2011W09","Number","Total","Belgium","16",""
"From 35 to 39 years","2011W10","Number","Total","Belgium","10",""
"From 35 to 39 years","2011W11","Number","Total","Belgium","10",""
"From 35 to 39 years","2011W12","Number","Total","Belgium","15",""
"From 35 to 39 years","2011W13","Number","Total","Belgium","12",""
"From 35 to 39 years","2011W14","Number","Total","Belgium","12",""
"From 35 to 39 years","2011W15","Number","Total","Belgium","13",""
"From 35 to 39 years","2011W16","Number","Total","Belgium","14",""
"From 35 to 39 years","2011W17","Number","Total","Belgium","9",""
"From 35 to 39 years","2011W18","Number","Total","Belgium","13",""
"From 35 to 39 years","2011W19","Number","Total","Belgium","12",""
"From 35 to 39 years","2011W20","Number","Total","Belgium","20",""
"From 35 to 39 years","2011W21","Number","Total","Belgium","14",""
"From 35 to 39 years","2011W22","Number","Total","Belgium","16",""
"From 35 to 39 years","2011W23","Number","Total","Belgium","14",""
"From 35 to 39 years","2011W24","Number","Total","Belgium","12",""
"From 35 to 39 years","2011W25","Number","Total","Belgium","13",""
"From 35 to 39 years","2011W26","Number","Total","Belgium","16",""
"From 35 to 39 years","2011W27","Number","Total","Belgium","15",""
"From 35 to 39 years","2011W28","Number","Total","Belgium","14",""
"From 35 to 39 years","2011W29","Number","Total","Belgium","13",""
"From 35 to 39 years","2011W30","Number","Total","Belgium","12",""
"From 35 to 39 years","2011W31","Number","Total","Belgium","14",""
"From 35 to 39 years","2011W32","Number","Total","Belgium","17",""
"From 35 to 39 years","2011W33","Number","Total","Belgium","10",""
"From 35 to 39 years","2011W34","Number","Total","Belgium","7",""
"From 35 to 39 years","2011W35","Number","Total","Belgium","10",""
"From 35 to 39 years","2011W36","Number","Total","Belgium","14",""
"From 35 to 39 years","2011W37","Number","Total","Belgium","13",""
"From 35 to 39 years","2011W38","Number","Total","Belgium","10",""
"From 35 to 39 years","2011W39","Number","Total","Belgium","9",""
"From 35 to 39 years","2011W40","Number","Total","Belgium","11",""
"From 35 to 39 years","2011W41","Number","Total","Belgium","10",""
"From 35 to 39 years","2011W42","Number","Total","Belgium","13",""
"From 35 to 39 years","2011W43","Number","Total","Belgium","9",""
"From 35 to 39 years","2011W44","Number","Total","Belgium","10",""
"From 35 to 39 years","2011W45","Number","Total","Belgium","12",""
"From 35 to 39 years","2011W46","Number","Total","Belgium","13",""
"From 35 to 39 years","2011W47","Number","Total","Belgium","18",""
"From 35 to 39 years","2011W48","Number","Total","Belgium","5",""
"From 35 to 39 years","2011W49","Number","Total","Belgium","16",""
"From 35 to 39 years","2011W50","Number","Total","Belgium","12",""
"From 35 to 39 years","2011W51","Number","Total","Belgium","16",""
"From 35 to 39 years","2011W52","Number","Total","Belgium","7",""
"From 35 to 39 years","2011W99","Number","Total","Belgium",":",""
"From 35 to 39 years","2012W01","Number","Total","Belgium","14",""
"From 35 to 39 years","2012W02","Number","Total","Belgium","13",""
"From 35 to 39 years","2012W03","Number","Total","Belgium","12",""
"From 35 to 39 years","2012W04","Number","Total","Belgium","16",""
"From 35 to 39 years","2012W05","Number","Total","Belgium","12",""
"From 35 to 39 years","2012W06","Number","Total","Belgium","17",""
"From 35 to 39 years","2012W07","Number","Total","Belgium","12",""
"From 35 to 39 years","2012W08","Number","Total","Belgium","10",""
"From 35 to 39 years","2012W09","Number","Total","Belgium","9",""
"From 35 to 39 years","2012W10","Number","Total","Belgium","9",""
"From 35 to 39 years","2012W11","Number","Total","Belgium","9",""
"From 35 to 39 years","2012W12","Number","Total","Belgium","15",""
"From 35 to 39 years","2012W13","Number","Total","Belgium","6",""
"From 35 to 39 years","2012W14","Number","Total","Belgium","16",""
"From 35 to 39 years","2012W15","Number","Total","Belgium","19",""
"From 35 to 39 years","2012W16","Number","Total","Belgium","10",""
"From 35 to 39 years","2012W17","Number","Total","Belgium","24",""
"From 35 to 39 years","2012W18","Number","Total","Belgium","12",""
"From 35 to 39 years","2012W19","Number","Total","Belgium","14",""
"From 35 to 39 years","2012W20","Number","Total","Belgium","17",""
"From 35 to 39 years","2012W21","Number","Total","Belgium","10",""
"From 35 to 39 years","2012W22","Number","Total","Belgium","15",""
"From 35 to 39 years","2012W23","Number","Total","Belgium","13",""
"From 35 to 39 years","2012W24","Number","Total","Belgium","12",""
"From 35 to 39 years","2012W25","Number","Total","Belgium","11",""
"From 35 to 39 years","2012W26","Number","Total","Belgium","15",""
"From 35 to 39 years","2012W27","Number","Total","Belgium","13",""
"From 35 to 39 years","2012W28","Number","Total","Belgium","10",""
"From 35 to 39 years","2012W29","Number","Total","Belgium","11",""
"From 35 to 39 years","2012W30","Number","Total","Belgium","6",""
"From 35 to 39 years","2012W31","Number","Total","Belgium","15",""
"From 35 to 39 years","2012W32","Number","Total","Belgium","9",""
"From 35 to 39 years","2012W33","Number","Total","Belgium","5",""
"From 35 to 39 years","2012W34","Number","Total","Belgium","14",""
"From 35 to 39 years","2012W35","Number","Total","Belgium","6",""
"From 35 to 39 years","2012W36","Number","Total","Belgium","12",""
"From 35 to 39 years","2012W37","Number","Total","Belgium","14",""
"From 35 to 39 years","2012W38","Number","Total","Belgium","10",""
"From 35 to 39 years","2012W39","Number","Total","Belgium","14",""
"From 35 to 39 years","2012W40","Number","Total","Belgium","10",""
"From 35 to 39 years","2012W41","Number","Total","Belgium","14",""
"From 35 to 39 years","2012W42","Number","Total","Belgium","12",""
"From 35 to 39 years","2012W43","Number","Total","Belgium","9",""
"From 35 to 39 years","2012W44","Number","Total","Belgium","10",""
"From 35 to 39 years","2012W45","Number","Total","Belgium","10",""
"From 35 to 39 years","2012W46","Number","Total","Belgium","12",""
"From 35 to 39 years","2012W47","Number","Total","Belgium","18",""
"From 35 to 39 years","2012W48","Number","Total","Belgium","12",""
"From 35 to 39 years","2012W49","Number","Total","Belgium","10",""
"From 35 to 39 years","2012W50","Number","Total","Belgium","14",""
"From 35 to 39 years","2012W51","Number","Total","Belgium","11",""
"From 35 to 39 years","2012W52","Number","Total","Belgium","14",""
"From 35 to 39 years","2012W99","Number","Total","Belgium",":",""
"From 35 to 39 years","2013W01","Number","Total","Belgium","16",""
"From 35 to 39 years","2013W02","Number","Total","Belgium","11",""
"From 35 to 39 years","2013W03","Number","Total","Belgium","13",""
"From 35 to 39 years","2013W04","Number","Total","Belgium","11",""
"From 35 to 39 years","2013W05","Number","Total","Belgium","14",""
"From 35 to 39 years","2013W06","Number","Total","Belgium","19",""
"From 35 to 39 years","2013W07","Number","Total","Belgium","8",""
"From 35 to 39 years","2013W08","Number","Total","Belgium","13",""
"From 35 to 39 years","2013W09","Number","Total","Belgium","20",""
"From 35 to 39 years","2013W10","Number","Total","Belgium","13",""
"From 35 to 39 years","2013W11","Number","Total","Belgium","12",""
"From 35 to 39 years","2013W12","Number","Total","Belgium","10",""
"From 35 to 39 years","2013W13","Number","Total","Belgium","14",""
"From 35 to 39 years","2013W14","Number","Total","Belgium","16",""
"From 35 to 39 years","2013W15","Number","Total","Belgium","12",""
"From 35 to 39 years","2013W16","Number","Total","Belgium","11",""
"From 35 to 39 years","2013W17","Number","Total","Belgium","14",""
"From 35 to 39 years","2013W18","Number","Total","Belgium","14",""
"From 35 to 39 years","2013W19","Number","Total","Belgium","18",""
"From 35 to 39 years","2013W20","Number","Total","Belgium","13",""
"From 35 to 39 years","2013W21","Number","Total","Belgium","7",""
"From 35 to 39 years","2013W22","Number","Total","Belgium","6",""
"From 35 to 39 years","2013W23","Number","Total","Belgium","14",""
"From 35 to 39 years","2013W24","Number","Total","Belgium","13",""
"From 35 to 39 years","2013W25","Number","Total","Belgium","8",""
"From 35 to 39 years","2013W26","Number","Total","Belgium","9",""
"From 35 to 39 years","2013W27","Number","Total","Belgium","17",""
"From 35 to 39 years","2013W28","Number","Total","Belgium","14",""
"From 35 to 39 years","2013W29","Number","Total","Belgium","17",""
"From 35 to 39 years","2013W30","Number","Total","Belgium","8",""
"From 35 to 39 years","2013W31","Number","Total","Belgium","6",""
"From 35 to 39 years","2013W32","Number","Total","Belgium","18",""
"From 35 to 39 years","2013W33","Number","Total","Belgium","18",""
"From 35 to 39 years","2013W34","Number","Total","Belgium","14",""
"From 35 to 39 years","2013W35","Number","Total","Belgium","10",""
"From 35 to 39 years","2013W36","Number","Total","Belgium","12",""
"From 35 to 39 years","2013W37","Number","Total","Belgium","12",""
"From 35 to 39 years","2013W38","Number","Total","Belgium","13",""
"From 35 to 39 years","2013W39","Number","Total","Belgium","24",""
"From 35 to 39 years","2013W40","Number","Total","Belgium","9",""
"From 35 to 39 years","2013W41","Number","Total","Belgium","14",""
"From 35 to 39 years","2013W42","Number","Total","Belgium","14",""
"From 35 to 39 years","2013W43","Number","Total","Belgium","5",""
"From 35 to 39 years","2013W44","Number","Total","Belgium","8",""
"From 35 to 39 years","2013W45","Number","Total","Belgium","17",""
"From 35 to 39 years","2013W46","Number","Total","Belgium","10",""
"From 35 to 39 years","2013W47","Number","Total","Belgium","17",""
"From 35 to 39 years","2013W48","Number","Total","Belgium","13",""
"From 35 to 39 years","2013W49","Number","Total","Belgium","14",""
"From 35 to 39 years","2013W50","Number","Total","Belgium","8",""
"From 35 to 39 years","2013W51","Number","Total","Belgium","13",""
"From 35 to 39 years","2013W52","Number","Total","Belgium","12",""
"From 35 to 39 years","2013W99","Number","Total","Belgium",":",""
"From 35 to 39 years","2014W01","Number","Total","Belgium","10",""
"From 35 to 39 years","2014W02","Number","Total","Belgium","13",""
"From 35 to 39 years","2014W03","Number","Total","Belgium","10",""
"From 35 to 39 years","2014W04","Number","Total","Belgium","16",""
"From 35 to 39 years","2014W05","Number","Total","Belgium","11",""
"From 35 to 39 years","2014W06","Number","Total","Belgium","8",""
"From 35 to 39 years","2014W07","Number","Total","Belgium","7",""
"From 35 to 39 years","2014W08","Number","Total","Belgium","15",""
"From 35 to 39 years","2014W09","Number","Total","Belgium","16",""
"From 35 to 39 years","2014W10","Number","Total","Belgium","10",""
"From 35 to 39 years","2014W11","Number","Total","Belgium","15",""
"From 35 to 39 years","2014W12","Number","Total","Belgium","6",""
"From 35 to 39 years","2014W13","Number","Total","Belgium","6",""
"From 35 to 39 years","2014W14","Number","Total","Belgium","6",""
"From 35 to 39 years","2014W15","Number","Total","Belgium","15",""
"From 35 to 39 years","2014W16","Number","Total","Belgium","14",""
"From 35 to 39 years","2014W17","Number","Total","Belgium","9",""
"From 35 to 39 years","2014W18","Number","Total","Belgium","8",""
"From 35 to 39 years","2014W19","Number","Total","Belgium","10",""
"From 35 to 39 years","2014W20","Number","Total","Belgium","15",""
"From 35 to 39 years","2014W21","Number","Total","Belgium","13",""
"From 35 to 39 years","2014W22","Number","Total","Belgium","9",""
"From 35 to 39 years","2014W23","Number","Total","Belgium","13",""
"From 35 to 39 years","2014W24","Number","Total","Belgium","18",""
"From 35 to 39 years","2014W25","Number","Total","Belgium","11",""
"From 35 to 39 years","2014W26","Number","Total","Belgium","8",""
"From 35 to 39 years","2014W27","Number","Total","Belgium","7",""
"From 35 to 39 years","2014W28","Number","Total","Belgium","8",""
"From 35 to 39 years","2014W29","Number","Total","Belgium","14",""
"From 35 to 39 years","2014W30","Number","Total","Belgium","11",""
"From 35 to 39 years","2014W31","Number","Total","Belgium","13",""
"From 35 to 39 years","2014W32","Number","Total","Belgium","15",""
"From 35 to 39 years","2014W33","Number","Total","Belgium","13",""
"From 35 to 39 years","2014W34","Number","Total","Belgium","7",""
"From 35 to 39 years","2014W35","Number","Total","Belgium","13",""
"From 35 to 39 years","2014W36","Number","Total","Belgium","10",""
"From 35 to 39 years","2014W37","Number","Total","Belgium","12",""
"From 35 to 39 years","2014W38","Number","Total","Belgium","14",""
"From 35 to 39 years","2014W39","Number","Total","Belgium","9",""
"From 35 to 39 years","2014W40","Number","Total","Belgium","13",""
"From 35 to 39 years","2014W41","Number","Total","Belgium","12",""
"From 35 to 39 years","2014W42","Number","Total","Belgium","14",""
"From 35 to 39 years","2014W43","Number","Total","Belgium","17",""
"From 35 to 39 years","2014W44","Number","Total","Belgium","16",""
"From 35 to 39 years","2014W45","Number","Total","Belgium","7",""
"From 35 to 39 years","2014W46","Number","Total","Belgium","8",""
"From 35 to 39 years","2014W47","Number","Total","Belgium","13",""
"From 35 to 39 years","2014W48","Number","Total","Belgium","6",""
"From 35 to 39 years","2014W49","Number","Total","Belgium","4",""
"From 35 to 39 years","2014W50","Number","Total","Belgium","15",""
"From 35 to 39 years","2014W51","Number","Total","Belgium","15",""
"From 35 to 39 years","2014W52","Number","Total","Belgium","11",""
"From 35 to 39 years","2014W99","Number","Total","Belgium",":",""
"From 35 to 39 years","2015W01","Number","Total","Belgium","13",""
"From 35 to 39 years","2015W02","Number","Total","Belgium","10",""
"From 35 to 39 years","2015W03","Number","Total","Belgium","11",""
"From 35 to 39 years","2015W04","Number","Total","Belgium","12",""
"From 35 to 39 years","2015W05","Number","Total","Belgium","11",""
"From 35 to 39 years","2015W06","Number","Total","Belgium","9",""
"From 35 to 39 years","2015W07","Number","Total","Belgium","11",""
"From 35 to 39 years","2015W08","Number","Total","Belgium","11",""
"From 35 to 39 years","2015W09","Number","Total","Belgium","9",""
"From 35 to 39 years","2015W10","Number","Total","Belgium","13",""
"From 35 to 39 years","2015W11","Number","Total","Belgium","13",""
"From 35 to 39 years","2015W12","Number","Total","Belgium","14",""
"From 35 to 39 years","2015W13","Number","Total","Belgium","5",""
"From 35 to 39 years","2015W14","Number","Total","Belgium","14",""
"From 35 to 39 years","2015W15","Number","Total","Belgium","10",""
"From 35 to 39 years","2015W16","Number","Total","Belgium","12",""
"From 35 to 39 years","2015W17","Number","Total","Belgium","7",""
"From 35 to 39 years","2015W18","Number","Total","Belgium","9",""
"From 35 to 39 years","2015W19","Number","Total","Belgium","15",""
"From 35 to 39 years","2015W20","Number","Total","Belgium","17",""
"From 35 to 39 years","2015W21","Number","Total","Belgium","8",""
"From 35 to 39 years","2015W22","Number","Total","Belgium","6",""
"From 35 to 39 years","2015W23","Number","Total","Belgium","14",""
"From 35 to 39 years","2015W24","Number","Total","Belgium","11",""
"From 35 to 39 years","2015W25","Number","Total","Belgium","16",""
"From 35 to 39 years","2015W26","Number","Total","Belgium","9",""
"From 35 to 39 years","2015W27","Number","Total","Belgium","19",""
"From 35 to 39 years","2015W28","Number","Total","Belgium","13",""
"From 35 to 39 years","2015W29","Number","Total","Belgium","2",""
"From 35 to 39 years","2015W30","Number","Total","Belgium","11",""
"From 35 to 39 years","2015W31","Number","Total","Belgium","12",""
"From 35 to 39 years","2015W32","Number","Total","Belgium","13",""
"From 35 to 39 years","2015W33","Number","Total","Belgium","16",""
"From 35 to 39 years","2015W34","Number","Total","Belgium","10",""
"From 35 to 39 years","2015W35","Number","Total","Belgium","11",""
"From 35 to 39 years","2015W36","Number","Total","Belgium","12",""
"From 35 to 39 years","2015W37","Number","Total","Belgium","13",""
"From 35 to 39 years","2015W38","Number","Total","Belgium","9",""
"From 35 to 39 years","2015W39","Number","Total","Belgium","14",""
"From 35 to 39 years","2015W40","Number","Total","Belgium","15",""
"From 35 to 39 years","2015W41","Number","Total","Belgium","17",""
"From 35 to 39 years","2015W42","Number","Total","Belgium","6",""
"From 35 to 39 years","2015W43","Number","Total","Belgium","8",""
"From 35 to 39 years","2015W44","Number","Total","Belgium","11",""
"From 35 to 39 years","2015W45","Number","Total","Belgium","10",""
"From 35 to 39 years","2015W46","Number","Total","Belgium","13",""
"From 35 to 39 years","2015W47","Number","Total","Belgium","16",""
"From 35 to 39 years","2015W48","Number","Total","Belgium","14",""
"From 35 to 39 years","2015W49","Number","Total","Belgium","10",""
"From 35 to 39 years","2015W50","Number","Total","Belgium","12",""
"From 35 to 39 years","2015W51","Number","Total","Belgium","11",""
"From 35 to 39 years","2015W52","Number","Total","Belgium","14",""
"From 35 to 39 years","2015W53","Number","Total","Belgium","13",""
"From 35 to 39 years","2015W99","Number","Total","Belgium",":",""
"From 35 to 39 years","2016W01","Number","Total","Belgium","23",""
"From 35 to 39 years","2016W02","Number","Total","Belgium","14",""
"From 35 to 39 years","2016W03","Number","Total","Belgium","11",""
"From 35 to 39 years","2016W04","Number","Total","Belgium","16",""
"From 35 to 39 years","2016W05","Number","Total","Belgium","11",""
"From 35 to 39 years","2016W06","Number","Total","Belgium","7",""
"From 35 to 39 years","2016W07","Number","Total","Belgium","15",""
"From 35 to 39 years","2016W08","Number","Total","Belgium","13",""
"From 35 to 39 years","2016W09","Number","Total","Belgium","10",""
"From 35 to 39 years","2016W10","Number","Total","Belgium","8",""
"From 35 to 39 years","2016W11","Number","Total","Belgium","11",""
"From 35 to 39 years","2016W12","Number","Total","Belgium","19",""
"From 35 to 39 years","2016W13","Number","Total","Belgium","8",""
"From 35 to 39 years","2016W14","Number","Total","Belgium","15",""
"From 35 to 39 years","2016W15","Number","Total","Belgium","18",""
"From 35 to 39 years","2016W16","Number","Total","Belgium","16",""
"From 35 to 39 years","2016W17","Number","Total","Belgium","7",""
"From 35 to 39 years","2016W18","Number","Total","Belgium","9",""
"From 35 to 39 years","2016W19","Number","Total","Belgium","10",""
"From 35 to 39 years","2016W20","Number","Total","Belgium","9",""
"From 35 to 39 years","2016W21","Number","Total","Belgium","11",""
"From 35 to 39 years","2016W22","Number","Total","Belgium","10",""
"From 35 to 39 years","2016W23","Number","Total","Belgium","11",""
"From 35 to 39 years","2016W24","Number","Total","Belgium","10",""
"From 35 to 39 years","2016W25","Number","Total","Belgium","9",""
"From 35 to 39 years","2016W26","Number","Total","Belgium","15",""
"From 35 to 39 years","2016W27","Number","Total","Belgium","10",""
"From 35 to 39 years","2016W28","Number","Total","Belgium","7",""
"From 35 to 39 years","2016W29","Number","Total","Belgium","13",""
"From 35 to 39 years","2016W30","Number","Total","Belgium","12",""
"From 35 to 39 years","2016W31","Number","Total","Belgium","5",""
"From 35 to 39 years","2016W32","Number","Total","Belgium","6",""
"From 35 to 39 years","2016W33","Number","Total","Belgium","13",""
"From 35 to 39 years","2016W34","Number","Total","Belgium","23",""
"From 35 to 39 years","2016W35","Number","Total","Belgium","11",""
"From 35 to 39 years","2016W36","Number","Total","Belgium","8",""
"From 35 to 39 years","2016W37","Number","Total","Belgium","12",""
"From 35 to 39 years","2016W38","Number","Total","Belgium","9",""
"From 35 to 39 years","2016W39","Number","Total","Belgium","9",""
"From 35 to 39 years","2016W40","Number","Total","Belgium","10",""
"From 35 to 39 years","2016W41","Number","Total","Belgium","8",""
"From 35 to 39 years","2016W42","Number","Total","Belgium","7",""
"From 35 to 39 years","2016W43","Number","Total","Belgium","14",""
"From 35 to 39 years","2016W44","Number","Total","Belgium","6",""
"From 35 to 39 years","2016W45","Number","Total","Belgium","10",""
"From 35 to 39 years","2016W46","Number","Total","Belgium","10",""
"From 35 to 39 years","2016W47","Number","Total","Belgium","17",""
"From 35 to 39 years","2016W48","Number","Total","Belgium","11",""
"From 35 to 39 years","2016W49","Number","Total","Belgium","10",""
"From 35 to 39 years","2016W50","Number","Total","Belgium","13",""
"From 35 to 39 years","2016W51","Number","Total","Belgium","9",""
"From 35 to 39 years","2016W52","Number","Total","Belgium","16",""
"From 35 to 39 years","2016W99","Number","Total","Belgium",":",""
"From 35 to 39 years","2017W01","Number","Total","Belgium","12",""
"From 35 to 39 years","2017W02","Number","Total","Belgium","7",""
"From 35 to 39 years","2017W03","Number","Total","Belgium","9",""
"From 35 to 39 years","2017W04","Number","Total","Belgium","13",""
"From 35 to 39 years","2017W05","Number","Total","Belgium","17",""
"From 35 to 39 years","2017W06","Number","Total","Belgium","7",""
"From 35 to 39 years","2017W07","Number","Total","Belgium","13",""
"From 35 to 39 years","2017W08","Number","Total","Belgium","18",""
"From 35 to 39 years","2017W09","Number","Total","Belgium","15",""
"From 35 to 39 years","2017W10","Number","Total","Belgium","11",""
"From 35 to 39 years","2017W11","Number","Total","Belgium","10",""
"From 35 to 39 years","2017W12","Number","Total","Belgium","13",""
"From 35 to 39 years","2017W13","Number","Total","Belgium","15",""
"From 35 to 39 years","2017W14","Number","Total","Belgium","7",""
"From 35 to 39 years","2017W15","Number","Total","Belgium","12",""
"From 35 to 39 years","2017W16","Number","Total","Belgium","5",""
"From 35 to 39 years","2017W17","Number","Total","Belgium","13",""
"From 35 to 39 years","2017W18","Number","Total","Belgium","13",""
"From 35 to 39 years","2017W19","Number","Total","Belgium","12",""
"From 35 to 39 years","2017W20","Number","Total","Belgium","10",""
"From 35 to 39 years","2017W21","Number","Total","Belgium","10",""
"From 35 to 39 years","2017W22","Number","Total","Belgium","13",""
"From 35 to 39 years","2017W23","Number","Total","Belgium","17",""
"From 35 to 39 years","2017W24","Number","Total","Belgium","10",""
"From 35 to 39 years","2017W25","Number","Total","Belgium","12",""
"From 35 to 39 years","2017W26","Number","Total","Belgium","14",""
"From 35 to 39 years","2017W27","Number","Total","Belgium","10",""
"From 35 to 39 years","2017W28","Number","Total","Belgium","11",""
"From 35 to 39 years","2017W29","Number","Total","Belgium","11",""
"From 35 to 39 years","2017W30","Number","Total","Belgium","13",""
"From 35 to 39 years","2017W31","Number","Total","Belgium","9",""
"From 35 to 39 years","2017W32","Number","Total","Belgium","11",""
"From 35 to 39 years","2017W33","Number","Total","Belgium","14",""
"From 35 to 39 years","2017W34","Number","Total","Belgium","16",""
"From 35 to 39 years","2017W35","Number","Total","Belgium","10",""
"From 35 to 39 years","2017W36","Number","Total","Belgium","8",""
"From 35 to 39 years","2017W37","Number","Total","Belgium","11",""
"From 35 to 39 years","2017W38","Number","Total","Belgium","10",""
"From 35 to 39 years","2017W39","Number","Total","Belgium","15",""
"From 35 to 39 years","2017W40","Number","Total","Belgium","8",""
"From 35 to 39 years","2017W41","Number","Total","Belgium","14",""
"From 35 to 39 years","2017W42","Number","Total","Belgium","11",""
"From 35 to 39 years","2017W43","Number","Total","Belgium","13",""
