"AGE","TIME","UNIT","SEX","GEO","Value","Flag and Footnotes"
"From 70 to 74 years","2012W18","Number","Total","Belgium","175",""
"From 70 to 74 years","2012W19","Number","Total","Belgium","176",""
"From 70 to 74 years","2012W20","Number","Total","Belgium","154",""
"From 70 to 74 years","2012W21","Number","Total","Belgium","166",""
"From 70 to 74 years","2012W22","Number","Total","Belgium","157",""
"From 70 to 74 years","2012W23","Number","Total","Belgium","164",""
"From 70 to 74 years","2012W24","Number","Total","Belgium","165",""
"From 70 to 74 years","2012W25","Number","Total","Belgium","135",""
"From 70 to 74 years","2012W26","Number","Total","Belgium","168",""
"From 70 to 74 years","2012W27","Number","Total","Belgium","157",""
"From 70 to 74 years","2012W28","Number","Total","Belgium","163",""
"From 70 to 74 years","2012W29","Number","Total","Belgium","172",""
"From 70 to 74 years","2012W30","Number","Total","Belgium","173",""
"From 70 to 74 years","2012W31","Number","Total","Belgium","151",""
"From 70 to 74 years","2012W32","Number","Total","Belgium","165",""
"From 70 to 74 years","2012W33","Number","Total","Belgium","162",""
"From 70 to 74 years","2012W34","Number","Total","Belgium","151",""
"From 70 to 74 years","2012W35","Number","Total","Belgium","170",""
"From 70 to 74 years","2012W36","Number","Total","Belgium","171",""
"From 70 to 74 years","2012W37","Number","Total","Belgium","176",""
"From 70 to 74 years","2012W38","Number","Total","Belgium","153",""
"From 70 to 74 years","2012W39","Number","Total","Belgium","178",""
"From 70 to 74 years","2012W40","Number","Total","Belgium","171",""
"From 70 to 74 years","2012W41","Number","Total","Belgium","174",""
"From 70 to 74 years","2012W42","Number","Total","Belgium","158",""
"From 70 to 74 years","2012W43","Number","Total","Belgium","167",""
"From 70 to 74 years","2012W44","Number","Total","Belgium","154",""
"From 70 to 74 years","2012W45","Number","Total","Belgium","188",""
"From 70 to 74 years","2012W46","Number","Total","Belgium","168",""
"From 70 to 74 years","2012W47","Number","Total","Belgium","161",""
"From 70 to 74 years","2012W48","Number","Total","Belgium","169",""
"From 70 to 74 years","2012W49","Number","Total","Belgium","199",""
"From 70 to 74 years","2012W50","Number","Total","Belgium","179",""
"From 70 to 74 years","2012W51","Number","Total","Belgium","169",""
"From 70 to 74 years","2012W52","Number","Total","Belgium","180",""
"From 70 to 74 years","2012W99","Number","Total","Belgium",":",""
"From 70 to 74 years","2013W01","Number","Total","Belgium","161",""
"From 70 to 74 years","2013W02","Number","Total","Belgium","212",""
"From 70 to 74 years","2013W03","Number","Total","Belgium","169",""
"From 70 to 74 years","2013W04","Number","Total","Belgium","208",""
"From 70 to 74 years","2013W05","Number","Total","Belgium","213",""
"From 70 to 74 years","2013W06","Number","Total","Belgium","186",""
"From 70 to 74 years","2013W07","Number","Total","Belgium","176",""
"From 70 to 74 years","2013W08","Number","Total","Belgium","183",""
"From 70 to 74 years","2013W09","Number","Total","Belgium","191",""
"From 70 to 74 years","2013W10","Number","Total","Belgium","193",""
"From 70 to 74 years","2013W11","Number","Total","Belgium","177",""
"From 70 to 74 years","2013W12","Number","Total","Belgium","175",""
"From 70 to 74 years","2013W13","Number","Total","Belgium","213",""
"From 70 to 74 years","2013W14","Number","Total","Belgium","210",""
"From 70 to 74 years","2013W15","Number","Total","Belgium","207",""
"From 70 to 74 years","2013W16","Number","Total","Belgium","186",""
"From 70 to 74 years","2013W17","Number","Total","Belgium","169",""
"From 70 to 74 years","2013W18","Number","Total","Belgium","141",""
"From 70 to 74 years","2013W19","Number","Total","Belgium","136",""
"From 70 to 74 years","2013W20","Number","Total","Belgium","169",""
"From 70 to 74 years","2013W21","Number","Total","Belgium","183",""
"From 70 to 74 years","2013W22","Number","Total","Belgium","191",""
"From 70 to 74 years","2013W23","Number","Total","Belgium","182",""
"From 70 to 74 years","2013W24","Number","Total","Belgium","171",""
"From 70 to 74 years","2013W25","Number","Total","Belgium","203",""
"From 70 to 74 years","2013W26","Number","Total","Belgium","156",""
"From 70 to 74 years","2013W27","Number","Total","Belgium","138",""
"From 70 to 74 years","2013W28","Number","Total","Belgium","169",""
"From 70 to 74 years","2013W29","Number","Total","Belgium","167",""
"From 70 to 74 years","2013W30","Number","Total","Belgium","156",""
"From 70 to 74 years","2013W31","Number","Total","Belgium","147",""
"From 70 to 74 years","2013W32","Number","Total","Belgium","144",""
"From 70 to 74 years","2013W33","Number","Total","Belgium","157",""
"From 70 to 74 years","2013W34","Number","Total","Belgium","149",""
"From 70 to 74 years","2013W35","Number","Total","Belgium","129",""
"From 70 to 74 years","2013W36","Number","Total","Belgium","131",""
"From 70 to 74 years","2013W37","Number","Total","Belgium","165",""
"From 70 to 74 years","2013W38","Number","Total","Belgium","173",""
"From 70 to 74 years","2013W39","Number","Total","Belgium","172",""
"From 70 to 74 years","2013W40","Number","Total","Belgium","166",""
"From 70 to 74 years","2013W41","Number","Total","Belgium","137",""
"From 70 to 74 years","2013W42","Number","Total","Belgium","178",""
"From 70 to 74 years","2013W43","Number","Total","Belgium","155",""
"From 70 to 74 years","2013W44","Number","Total","Belgium","154",""
"From 70 to 74 years","2013W45","Number","Total","Belgium","170",""
"From 70 to 74 years","2013W46","Number","Total","Belgium","149",""
"From 70 to 74 years","2013W47","Number","Total","Belgium","174",""
"From 70 to 74 years","2013W48","Number","Total","Belgium","168",""
"From 70 to 74 years","2013W49","Number","Total","Belgium","136",""
"From 70 to 74 years","2013W50","Number","Total","Belgium","157",""
"From 70 to 74 years","2013W51","Number","Total","Belgium","175",""
"From 70 to 74 years","2013W52","Number","Total","Belgium","154",""
"From 70 to 74 years","2013W99","Number","Total","Belgium",":",""
"From 70 to 74 years","2014W01","Number","Total","Belgium","170",""
"From 70 to 74 years","2014W02","Number","Total","Belgium","194",""
"From 70 to 74 years","2014W03","Number","Total","Belgium","166",""
"From 70 to 74 years","2014W04","Number","Total","Belgium","157",""
"From 70 to 74 years","2014W05","Number","Total","Belgium","175",""
"From 70 to 74 years","2014W06","Number","Total","Belgium","159",""
"From 70 to 74 years","2014W07","Number","Total","Belgium","187",""
"From 70 to 74 years","2014W08","Number","Total","Belgium","187",""
"From 70 to 74 years","2014W09","Number","Total","Belgium","172",""
"From 70 to 74 years","2014W10","Number","Total","Belgium","187",""
"From 70 to 74 years","2014W11","Number","Total","Belgium","181",""
"From 70 to 74 years","2014W12","Number","Total","Belgium","158",""
"From 70 to 74 years","2014W13","Number","Total","Belgium","169",""
"From 70 to 74 years","2014W14","Number","Total","Belgium","177",""
"From 70 to 74 years","2014W15","Number","Total","Belgium","170",""
"From 70 to 74 years","2014W16","Number","Total","Belgium","138",""
"From 70 to 74 years","2014W17","Number","Total","Belgium","163",""
"From 70 to 74 years","2014W18","Number","Total","Belgium","147",""
"From 70 to 74 years","2014W19","Number","Total","Belgium","172",""
"From 70 to 74 years","2014W20","Number","Total","Belgium","164",""
"From 70 to 74 years","2014W21","Number","Total","Belgium","162",""
"From 70 to 74 years","2014W22","Number","Total","Belgium","152",""
"From 70 to 74 years","2014W23","Number","Total","Belgium","162",""
"From 70 to 74 years","2014W24","Number","Total","Belgium","152",""
"From 70 to 74 years","2014W25","Number","Total","Belgium","158",""
"From 70 to 74 years","2014W26","Number","Total","Belgium","148",""
"From 70 to 74 years","2014W27","Number","Total","Belgium","124",""
"From 70 to 74 years","2014W28","Number","Total","Belgium","174",""
"From 70 to 74 years","2014W29","Number","Total","Belgium","147",""
"From 70 to 74 years","2014W30","Number","Total","Belgium","155",""
"From 70 to 74 years","2014W31","Number","Total","Belgium","160",""
"From 70 to 74 years","2014W32","Number","Total","Belgium","163",""
"From 70 to 74 years","2014W33","Number","Total","Belgium","140",""
"From 70 to 74 years","2014W34","Number","Total","Belgium","156",""
"From 70 to 74 years","2014W35","Number","Total","Belgium","159",""
"From 70 to 74 years","2014W36","Number","Total","Belgium","152",""
"From 70 to 74 years","2014W37","Number","Total","Belgium","141",""
"From 70 to 74 years","2014W38","Number","Total","Belgium","148",""
"From 70 to 74 years","2014W39","Number","Total","Belgium","139",""
"From 70 to 74 years","2014W40","Number","Total","Belgium","124",""
"From 70 to 74 years","2014W41","Number","Total","Belgium","152",""
"From 70 to 74 years","2014W42","Number","Total","Belgium","155",""
"From 70 to 74 years","2014W43","Number","Total","Belgium","160",""
"From 70 to 74 years","2014W44","Number","Total","Belgium","145",""
"From 70 to 74 years","2014W45","Number","Total","Belgium","137",""
"From 70 to 74 years","2014W46","Number","Total","Belgium","143",""
"From 70 to 74 years","2014W47","Number","Total","Belgium","137",""
"From 70 to 74 years","2014W48","Number","Total","Belgium","152",""
"From 70 to 74 years","2014W49","Number","Total","Belgium","168",""
"From 70 to 74 years","2014W50","Number","Total","Belgium","169",""
"From 70 to 74 years","2014W51","Number","Total","Belgium","183",""
"From 70 to 74 years","2014W52","Number","Total","Belgium","160",""
"From 70 to 74 years","2014W99","Number","Total","Belgium",":",""
"From 70 to 74 years","2015W01","Number","Total","Belgium","168",""
"From 70 to 74 years","2015W02","Number","Total","Belgium","191",""
"From 70 to 74 years","2015W03","Number","Total","Belgium","205",""
"From 70 to 74 years","2015W04","Number","Total","Belgium","178",""
"From 70 to 74 years","2015W05","Number","Total","Belgium","183",""
"From 70 to 74 years","2015W06","Number","Total","Belgium","220",""
"From 70 to 74 years","2015W07","Number","Total","Belgium","204",""
"From 70 to 74 years","2015W08","Number","Total","Belgium","208",""
"From 70 to 74 years","2015W09","Number","Total","Belgium","201",""
"From 70 to 74 years","2015W10","Number","Total","Belgium","176",""
"From 70 to 74 years","2015W11","Number","Total","Belgium","172",""
"From 70 to 74 years","2015W12","Number","Total","Belgium","169",""
"From 70 to 74 years","2015W13","Number","Total","Belgium","154",""
"From 70 to 74 years","2015W14","Number","Total","Belgium","166",""
"From 70 to 74 years","2015W15","Number","Total","Belgium","204",""
"From 70 to 74 years","2015W16","Number","Total","Belgium","171",""
"From 70 to 74 years","2015W17","Number","Total","Belgium","142",""
"From 70 to 74 years","2015W18","Number","Total","Belgium","147",""
"From 70 to 74 years","2015W19","Number","Total","Belgium","164",""
"From 70 to 74 years","2015W20","Number","Total","Belgium","139",""
"From 70 to 74 years","2015W21","Number","Total","Belgium","136",""
"From 70 to 74 years","2015W22","Number","Total","Belgium","156",""
"From 70 to 74 years","2015W23","Number","Total","Belgium","152",""
"From 70 to 74 years","2015W24","Number","Total","Belgium","153",""
"From 70 to 74 years","2015W25","Number","Total","Belgium","175",""
"From 70 to 74 years","2015W26","Number","Total","Belgium","129",""
"From 70 to 74 years","2015W27","Number","Total","Belgium","164",""
"From 70 to 74 years","2015W28","Number","Total","Belgium","166",""
"From 70 to 74 years","2015W29","Number","Total","Belgium","157",""
"From 70 to 74 years","2015W30","Number","Total","Belgium","151",""
"From 70 to 74 years","2015W31","Number","Total","Belgium","129",""
"From 70 to 74 years","2015W32","Number","Total","Belgium","156",""
"From 70 to 74 years","2015W33","Number","Total","Belgium","133",""
"From 70 to 74 years","2015W34","Number","Total","Belgium","139",""
"From 70 to 74 years","2015W35","Number","Total","Belgium","150",""
"From 70 to 74 years","2015W36","Number","Total","Belgium","135",""
"From 70 to 74 years","2015W37","Number","Total","Belgium","147",""
"From 70 to 74 years","2015W38","Number","Total","Belgium","146",""
"From 70 to 74 years","2015W39","Number","Total","Belgium","158",""
"From 70 to 74 years","2015W40","Number","Total","Belgium","140",""
"From 70 to 74 years","2015W41","Number","Total","Belgium","175",""
"From 70 to 74 years","2015W42","Number","Total","Belgium","179",""
"From 70 to 74 years","2015W43","Number","Total","Belgium","170",""
"From 70 to 74 years","2015W44","Number","Total","Belgium","159",""
"From 70 to 74 years","2015W45","Number","Total","Belgium","144",""
"From 70 to 74 years","2015W46","Number","Total","Belgium","153",""
"From 70 to 74 years","2015W47","Number","Total","Belgium","159",""
"From 70 to 74 years","2015W48","Number","Total","Belgium","182",""
"From 70 to 74 years","2015W49","Number","Total","Belgium","153",""
"From 70 to 74 years","2015W50","Number","Total","Belgium","164",""
"From 70 to 74 years","2015W51","Number","Total","Belgium","152",""
"From 70 to 74 years","2015W52","Number","Total","Belgium","159",""
"From 70 to 74 years","2015W53","Number","Total","Belgium","179",""
"From 70 to 74 years","2015W99","Number","Total","Belgium",":",""
"From 70 to 74 years","2016W01","Number","Total","Belgium","170",""
"From 70 to 74 years","2016W02","Number","Total","Belgium","171",""
"From 70 to 74 years","2016W03","Number","Total","Belgium","148",""
"From 70 to 74 years","2016W04","Number","Total","Belgium","177",""
"From 70 to 74 years","2016W05","Number","Total","Belgium","152",""
"From 70 to 74 years","2016W06","Number","Total","Belgium","163",""
"From 70 to 74 years","2016W07","Number","Total","Belgium","185",""
"From 70 to 74 years","2016W08","Number","Total","Belgium","173",""
"From 70 to 74 years","2016W09","Number","Total","Belgium","167",""
"From 70 to 74 years","2016W10","Number","Total","Belgium","195",""
"From 70 to 74 years","2016W11","Number","Total","Belgium","178",""
"From 70 to 74 years","2016W12","Number","Total","Belgium","193",""
"From 70 to 74 years","2016W13","Number","Total","Belgium","205",""
"From 70 to 74 years","2016W14","Number","Total","Belgium","176",""
"From 70 to 74 years","2016W15","Number","Total","Belgium","162",""
"From 70 to 74 years","2016W16","Number","Total","Belgium","162",""
"From 70 to 74 years","2016W17","Number","Total","Belgium","192",""
